Data,Fechamento,Abertura,Maxima,Minima,Var%
09.07.2013,1652.32,1642.89,1654.18,1642.89,0.72
10.07.2013,1652.62,1651.56,1657.92,1647.66,0.02
11.07.2013,1675.02,1657.41,1676.63,1657.41,1.36
12.07.2013,1680.19,1675.26,1680.19,1672.33,0.31
15.07.2013,1682.5,1679.59,1684.51,1677.89,0.14
16.07.2013,1676.26,1682.7,1683.73,1671.84,-0.37
17.07.2013,1680.91,1677.91,1684.75,1677.91,0.28
18.07.2013,1689.37,1681.05,1693.12,1681.05,0.5
19.07.2013,1692.09,1686.15,1692.09,1684.08,0.16
22.07.2013,1695.53,1694.41,1697.61,1690.67,0.2
23.07.2013,1692.39,1696.63,1698.78,1691.13,-0.19
24.07.2013,1685.94,1696.06,1698.38,1682.57,-0.38
25.07.2013,1690.25,1685.21,1690.94,1680.07,0.26
26.07.2013,1691.65,1687.31,1691.85,1676.03,0.08
29.07.2013,1685.33,1690.32,1690.92,1681.86,-0.37
30.07.2013,1685.96,1687.92,1693.19,1682.42,0.04
31.07.2013,1685.73,1687.76,1698.43,1684.94,-0.01
01.08.2013,1706.87,1689.42,1707.85,1689.42,1.25
02.08.2013,1709.67,1706.1,1709.67,1700.68,0.16
05.08.2013,1707.14,1708.01,1709.24,1703.55,-0.15
06.08.2013,1697.37,1705.79,1705.79,1693.29,-0.57
07.08.2013,1690.91,1695.3,1695.3,1684.91,-0.38
08.08.2013,1697.48,1693.35,1700.18,1688.38,0.39
09.08.2013,1691.42,1696.1,1699.42,1686.02,-0.36
12.08.2013,1689.47,1688.37,1691.49,1683.35,-0.12
13.08.2013,1694.16,1690.65,1696.81,1682.62,0.28
14.08.2013,1685.39,1693.88,1695.52,1684.83,-0.52
15.08.2013,1661.32,1679.61,1679.61,1658.59,-1.43
16.08.2013,1655.83,1661.22,1663.6,1652.61,-0.33
19.08.2013,1646.06,1655.25,1659.18,1645.84,-0.59
20.08.2013,1652.35,1646.81,1658.92,1646.08,0.38
21.08.2013,1642.8,1650.66,1656.99,1639.43,-0.58
22.08.2013,1656.96,1645.03,1659.55,1645.03,0.86
23.08.2013,1663.5,1659.92,1664.85,1654.81,0.39
26.08.2013,1656.78,1664.29,1669.51,1656.02,-0.4
27.08.2013,1630.48,1652.54,1652.54,1629.05,-1.59
28.08.2013,1634.96,1630.25,1641.18,1627.47,0.27
29.08.2013,1638.17,1633.5,1646.41,1630.88,0.2
30.08.2013,1632.97,1638.89,1640.08,1628.05,-0.32
03.09.2013,1639.77,1635.95,1651.35,1633.41,0.42
04.09.2013,1653.08,1640.72,1655.72,1637.41,0.81
05.09.2013,1655.08,1653.28,1659.17,1653.07,0.12
06.09.2013,1655.17,1657.44,1664.83,1640.62,0.01
09.09.2013,1671.71,1656.85,1672.4,1656.85,1
10.09.2013,1683.99,1674.32,1684.09,1674.32,0.73
11.09.2013,1689.13,1681.04,1689.13,1678.7,0.31
12.09.2013,1683.42,1689.21,1689.97,1681.96,-0.34
13.09.2013,1687.99,1685.04,1688.73,1682.22,0.27
16.09.2013,1697.6,1691.7,1704.95,1691.7,0.57
17.09.2013,1704.76,1697.73,1705.52,1697.73,0.42
18.09.2013,1725.52,1705.74,1729.44,1700.35,1.22
19.09.2013,1722.34,1727.34,1729.86,1720.2,-0.18
20.09.2013,1709.91,1722.44,1725.23,1708.89,-0.72
23.09.2013,1701.84,1711.44,1711.44,1697.1,-0.47
24.09.2013,1697.42,1702.6,1707.63,1694.9,-0.26
25.09.2013,1692.77,1698.02,1701.71,1691.88,-0.27
26.09.2013,1698.67,1694.05,1703.85,1693.11,0.35
27.09.2013,1691.75,1695.52,1695.52,1687.11,-0.41
30.09.2013,1681.55,1687.26,1687.26,1674.99,-0.6
01.10.2013,1695,1682.41,1696.55,1682.07,0.8
02.10.2013,1693.87,1691.9,1693.87,1680.34,-0.07
03.10.2013,1678.66,1692.35,1692.35,1670.36,-0.9
04.10.2013,1690.5,1678.79,1691.94,1677.33,0.71
07.10.2013,1676.12,1687.15,1687.15,1674.7,-0.85
08.10.2013,1655.45,1676.22,1676.79,1655.03,-1.23
09.10.2013,1656.4,1656.99,1662.47,1646.47,0.06
10.10.2013,1692.56,1660.88,1692.56,1660.88,2.18
11.10.2013,1703.2,1691.09,1703.44,1688.52,0.63
14.10.2013,1710.14,1699.86,1711.03,1692.13,0.41
15.10.2013,1698.06,1709.17,1711.57,1695.93,-0.71
16.10.2013,1721.54,1700.49,1721.76,1700.49,1.38
17.10.2013,1733.15,1720.17,1733.45,1714.12,0.67
18.10.2013,1744.5,1736.72,1745.31,1735.74,0.65
21.10.2013,1744.66,1745.2,1747.79,1740.67,0.01
22.10.2013,1754.67,1746.48,1759.33,1746.48,0.57
23.10.2013,1746.38,1752.27,1752.27,1740.5,-0.47
24.10.2013,1752.07,1747.48,1753.94,1745.5,0.33
25.10.2013,1759.77,1756.01,1759.82,1752.45,0.44
28.10.2013,1762.11,1759.42,1764.99,1757.67,0.13
29.10.2013,1771.95,1762.93,1772.09,1762.93,0.56
30.10.2013,1763.31,1772.27,1775.22,1757.24,-0.49
31.10.2013,1756.54,1763.24,1768.53,1755.72,-0.38
01.11.2013,1761.64,1758.7,1765.67,1752.7,0.29
04.11.2013,1767.93,1763.4,1768.78,1761.56,0.36
05.11.2013,1762.97,1765.67,1767.03,1755.76,-0.28
06.11.2013,1770.49,1765,1773.74,1764.4,0.43
07.11.2013,1747.15,1770.74,1774.54,1746.2,-1.32
08.11.2013,1770.61,1748.37,1770.78,1747.63,1.34
11.11.2013,1771.89,1769.96,1773.44,1767.85,0.07
12.11.2013,1767.69,1769.51,1771.78,1762.29,-0.24
13.11.2013,1782,1764.37,1782,1760.64,0.81
14.11.2013,1790.62,1782.75,1791.53,1780.22,0.48
15.11.2013,1798.18,1790.66,1798.22,1790.66,0.42
18.11.2013,1791.53,1798.82,1802.33,1788,-0.37
19.11.2013,1787.87,1790.79,1795.51,1784.72,-0.2
20.11.2013,1781.37,1789.59,1795.73,1777.23,-0.36
21.11.2013,1795.85,1783.52,1797.16,1783.52,0.81
22.11.2013,1804.76,1797.21,1804.84,1794.7,0.5
25.11.2013,1802.48,1806.33,1808.1,1800.58,-0.13
26.11.2013,1802.75,1802.87,1808.42,1800.77,0.01
27.11.2013,1807.23,1803.48,1808.27,1802.77,0.25
29.11.2013,1805.81,1808.69,1813.55,1803.98,-0.08
02.12.2013,1800.9,1806.55,1810.02,1798.6,-0.27
03.12.2013,1795.15,1800.1,1800.1,1787.85,-0.32
04.12.2013,1792.81,1793.15,1799.8,1779.09,-0.13
05.12.2013,1785.03,1792.82,1792.82,1783.38,-0.43
06.12.2013,1805.09,1788.36,1806.04,1788.36,1.12
09.12.2013,1808.37,1806.21,1811.52,1806.21,0.18
10.12.2013,1802.62,1807.6,1808.52,1801.75,-0.32
11.12.2013,1782.22,1802.76,1802.97,1780.09,-1.13
12.12.2013,1775.5,1781.71,1782.99,1772.28,-0.38
13.12.2013,1775.32,1777.98,1780.92,1772.45,-0.01
16.12.2013,1786.54,1777.48,1792.22,1777.48,0.63
17.12.2013,1781,1786.47,1786.77,1777.05,-0.31
18.12.2013,1810.65,1781.46,1811.08,1767.99,1.66
19.12.2013,1809.6,1809,1810.88,1801.35,-0.06
20.12.2013,1818.32,1810.39,1823.75,1810.25,0.48
23.12.2013,1827.99,1822.92,1829.75,1822.92,0.53
24.12.2013,1833.32,1828.02,1833.32,1828.02,0.29
26.12.2013,1842.02,1834.96,1842.84,1834.96,0.47
27.12.2013,1841.4,1842.97,1844.89,1839.81,-0.03
30.12.2013,1841.07,1841.47,1842.47,1838.77,-0.02
31.12.2013,1848.36,1842.61,1849.44,1842.41,0.4
02.01.2014,1831.98,1845.86,1845.86,1827.74,-0.89
03.01.2014,1831.37,1833.21,1838.24,1829.13,-0.03
06.01.2014,1826.77,1832.31,1837.16,1823.73,-0.25
07.01.2014,1837.88,1828.71,1840.1,1828.71,0.61
08.01.2014,1837.49,1837.9,1840.02,1831.4,-0.02
09.01.2014,1838.13,1839,1843.23,1830.38,0.03
10.01.2014,1842.37,1840.06,1843.15,1832.43,0.23
13.01.2014,1819.2,1841.26,1843.45,1815.52,-1.26
14.01.2014,1838.88,1821.36,1839.26,1821.36,1.08
15.01.2014,1848.38,1840.52,1850.84,1840.52,0.52
16.01.2014,1845.89,1847.99,1847.99,1840.3,-0.13
17.01.2014,1838.7,1844.23,1846.04,1835.23,-0.39
21.01.2014,1843.8,1841.05,1849.31,1832.38,0.28
22.01.2014,1844.86,1844.71,1846.87,1840.88,0.06
23.01.2014,1828.46,1842.29,1842.29,1820.06,-0.89
24.01.2014,1790.29,1826.96,1826.96,1790.29,-2.09
27.01.2014,1781.56,1791.03,1795.98,1772.88,-0.49
28.01.2014,1792.5,1783,1793.87,1779.49,0.61
29.01.2014,1774.2,1790.15,1790.15,1770.45,-1.02
30.01.2014,1794.19,1777.17,1798.77,1777.17,1.13
31.01.2014,1782.59,1790.88,1793.88,1772.26,-0.65
03.02.2014,1741.89,1782.68,1784.83,1739.66,-2.28
04.02.2014,1755.2,1743.82,1758.73,1743.82,0.76
05.02.2014,1751.64,1753.38,1755.79,1737.92,-0.2
06.02.2014,1773.43,1752.99,1774.06,1752.99,1.24
07.02.2014,1797.02,1776.01,1798.03,1776.01,1.33
10.02.2014,1799.84,1796.2,1799.94,1791.83,0.16
11.02.2014,1819.75,1800.45,1823.54,1800.41,1.11
12.02.2014,1819.26,1820.12,1826.55,1815.97,-0.03
13.02.2014,1829.83,1814.82,1830.25,1809.22,0.58
14.02.2014,1838.63,1828.46,1841.65,1825.59,0.48
18.02.2014,1840.76,1839.03,1842.87,1835.01,0.12
19.02.2014,1828.75,1838.9,1847.5,1826.99,-0.65
20.02.2014,1839.78,1829.24,1842.79,1824.58,0.6
21.02.2014,1836.25,1841.07,1846.13,1835.6,-0.19
24.02.2014,1847.61,1836.78,1858.71,1836.78,0.62
25.02.2014,1845.12,1847.66,1852.91,1840.19,-0.13
26.02.2014,1845.16,1845.79,1852.65,1840.66,0
27.02.2014,1854.29,1844.9,1854.53,1841.13,0.49
28.02.2014,1859.45,1855.12,1867.92,1847.67,0.28
03.03.2014,1845.73,1857.68,1857.68,1834.44,-0.74
04.03.2014,1873.91,1849.23,1876.23,1849.23,1.53
05.03.2014,1873.81,1874.05,1876.53,1871.11,-0.01
06.03.2014,1877.03,1874.18,1881.94,1874.18,0.17
07.03.2014,1878.04,1878.52,1883.57,1870.56,0.05
10.03.2014,1877.17,1877.86,1877.87,1867.04,-0.05
11.03.2014,1867.63,1878.26,1882.35,1863.88,-0.51
12.03.2014,1868.2,1866.15,1868.38,1854.38,0.03
13.03.2014,1846.34,1869.06,1874.4,1841.86,-1.17
14.03.2014,1841.13,1845.07,1852.44,1839.57,-0.28
17.03.2014,1858.83,1842.81,1862.3,1842.81,0.96
18.03.2014,1872.25,1858.92,1873.76,1858.92,0.72
19.03.2014,1860.77,1872.25,1874.14,1850.35,-0.61
20.03.2014,1872.01,1860.09,1873.49,1854.63,0.6
21.03.2014,1866.52,1874.53,1883.97,1863.46,-0.29
24.03.2014,1857.44,1867.67,1873.34,1849.69,-0.49
25.03.2014,1865.62,1859.48,1871.87,1855.96,0.44
26.03.2014,1852.56,1867.09,1875.92,1852.56,-0.7
27.03.2014,1849.04,1852.11,1855.55,1842.11,-0.19
28.03.2014,1857.62,1850.07,1866.63,1850.07,0.46
31.03.2014,1872.34,1859.16,1875.18,1859.16,0.79
01.04.2014,1885.52,1873.96,1885.84,1873.96,0.7
02.04.2014,1890.9,1886.61,1893.17,1883.79,0.29
03.04.2014,1888.77,1891.43,1893.8,1882.65,-0.11
04.04.2014,1865.09,1890.25,1897.28,1863.26,-1.25
07.04.2014,1845.04,1863.92,1864.04,1841.48,-1.08
08.04.2014,1851.96,1845.48,1854.95,1837.49,0.38
09.04.2014,1872.18,1852.64,1872.43,1852.38,1.09
10.04.2014,1833.08,1872.28,1872.53,1830.87,-2.09
11.04.2014,1815.69,1830.65,1835.07,1814.36,-0.95
14.04.2014,1830.61,1818.18,1834.19,1815.8,0.82
15.04.2014,1842.98,1831.45,1844.02,1816.29,0.68
16.04.2014,1862.31,1846.01,1862.31,1846.01,1.05
17.04.2014,1864.85,1861.73,1869.63,1856.72,0.14
21.04.2014,1871.89,1865.79,1871.89,1863.18,0.38
22.04.2014,1879.55,1872.57,1884.89,1872.57,0.41
23.04.2014,1875.39,1879.32,1879.75,1873.91,-0.22
24.04.2014,1878.61,1881.97,1884.06,1870.24,0.17
25.04.2014,1863.4,1877.72,1877.72,1859.7,-0.81
28.04.2014,1869.43,1865,1877.01,1850.61,0.32
29.04.2014,1878.33,1870.78,1880.6,1870.78,0.48
30.04.2014,1883.95,1877.1,1885.2,1872.69,0.3
01.05.2014,1883.68,1884.39,1888.59,1878.04,-0.01
02.05.2014,1881.14,1885.3,1891.33,1878.5,-0.13
05.05.2014,1884.66,1879.45,1885.51,1866.77,0.19
06.05.2014,1867.72,1883.69,1883.69,1867.72,-0.9
07.05.2014,1878.21,1868.53,1878.83,1859.79,0.56
08.05.2014,1875.63,1877.39,1889.07,1870.05,-0.14
09.05.2014,1878.48,1875.27,1878.57,1867.02,0.15
12.05.2014,1896.65,1880.03,1897.13,1880.03,0.97
13.05.2014,1897.45,1896.75,1902.17,1896.06,0.04
14.05.2014,1888.53,1897.13,1897.13,1885.77,-0.47
15.05.2014,1870.85,1888.16,1888.16,1862.36,-0.94
16.05.2014,1877.86,1871.19,1878.28,1864.82,0.37
19.05.2014,1885.08,1876.66,1886,1872.42,0.38
20.05.2014,1872.83,1884.88,1884.88,1868.14,-0.65
21.05.2014,1888.03,1873.34,1888.8,1873.34,0.81
22.05.2014,1892.49,1888.19,1896.33,1885.39,0.24
23.05.2014,1900.53,1893.32,1901.26,1893.32,0.42
27.05.2014,1911.91,1902.01,1912.28,1902.01,0.6
28.05.2014,1909.78,1911.77,1914.46,1907.3,-0.11
29.05.2014,1920.03,1910.6,1920.03,1909.82,0.54
30.05.2014,1923.57,1920.33,1924.03,1916.64,0.18
02.06.2014,1924.97,1923.87,1925.88,1915.98,0.07
03.06.2014,1924.24,1923.07,1925.07,1918.79,-0.04
04.06.2014,1927.88,1923.06,1928.63,1918.6,0.19
05.06.2014,1940.46,1928.52,1941.74,1922.93,0.65
06.06.2014,1949.44,1942.41,1949.44,1942.41,0.46
09.06.2014,1951.27,1948.97,1955.55,1947.16,0.09
10.06.2014,1950.79,1950.34,1950.86,1944.64,-0.02
11.06.2014,1943.89,1949.37,1949.37,1940.08,-0.35
12.06.2014,1930.11,1943.35,1943.35,1925.78,-0.71
13.06.2014,1936.16,1930.8,1937.3,1927.69,0.31
16.06.2014,1937.78,1934.84,1941.15,1930.91,0.08
17.06.2014,1941.99,1937.15,1943.69,1933.55,0.22
18.06.2014,1956.98,1942.73,1957.74,1939.29,0.77
19.06.2014,1959.48,1957.5,1959.87,1952.26,0.13
20.06.2014,1962.87,1960.45,1963.91,1959.17,0.17
23.06.2014,1962.61,1962.92,1963.74,1958.89,-0.01
24.06.2014,1949.98,1961.97,1968.17,1948.34,-0.64
25.06.2014,1959.53,1949.27,1960.83,1947.49,0.49
26.06.2014,1957.22,1959.89,1959.89,1944.69,-0.12
27.06.2014,1960.96,1956.56,1961.47,1952.18,0.19
30.06.2014,1960.23,1960.79,1964.24,1958.22,-0.04
01.07.2014,1973.32,1962.29,1978.58,1962.29,0.67
02.07.2014,1974.62,1973.06,1976.67,1972.58,0.07
03.07.2014,1985.44,1975.88,1985.59,1975.88,0.55
07.07.2014,1977.65,1984.22,1984.22,1974.88,-0.39
08.07.2014,1963.71,1976.39,1976.39,1959.46,-0.7
09.07.2014,1972.83,1965.1,1974.15,1965.1,0.46
10.07.2014,1964.68,1966.67,1969.84,1952.86,-0.41
11.07.2014,1967.57,1965.76,1968.67,1959.63,0.15
14.07.2014,1977.1,1969.86,1979.85,1969.86,0.48
15.07.2014,1973.28,1977.36,1982.52,1965.34,-0.19
16.07.2014,1981.57,1976.35,1983.94,1975.67,0.42
17.07.2014,1958.12,1979.75,1981.8,1955.59,-1.18
18.07.2014,1978.22,1961.54,1979.91,1960.82,1.03
21.07.2014,1973.63,1976.93,1976.93,1965.77,-0.23
22.07.2014,1983.53,1975.65,1986.24,1975.65,0.5
23.07.2014,1987.01,1985.32,1989.23,1982.44,0.18
24.07.2014,1987.98,1988.07,1991.39,1985.79,0.05
25.07.2014,1978.34,1984.6,1984.6,1974.37,-0.48
28.07.2014,1978.91,1978.25,1981.52,1967.31,0.03
29.07.2014,1969.95,1980.03,1984.85,1969.95,-0.45
30.07.2014,1970.07,1973.21,1978.9,1962.42,0.01
31.07.2014,1930.67,1965.14,1965.14,1930.67,-2
01.08.2014,1925.15,1929.8,1937.35,1916.37,-0.29
04.08.2014,1938.99,1926.62,1942.92,1921.2,0.72
05.08.2014,1920.21,1936.34,1936.34,1913.77,-0.97
06.08.2014,1920.24,1917.29,1927.91,1911.45,0
07.08.2014,1909.57,1923.03,1928.89,1904.78,-0.56
08.08.2014,1931.59,1910.35,1932.38,1909.01,1.15
11.08.2014,1936.92,1933.43,1944.9,1933.43,0.28
12.08.2014,1933.75,1935.73,1939.65,1928.29,-0.16
13.08.2014,1946.72,1935.6,1948.41,1935.6,0.67
14.08.2014,1955.18,1947.41,1955.23,1947.41,0.43
15.08.2014,1955.06,1958.87,1964.04,1941.5,-0.01
18.08.2014,1971.74,1958.36,1971.99,1958.36,0.85
19.08.2014,1981.6,1972.73,1982.57,1972.73,0.5
20.08.2014,1986.51,1980.46,1988.57,1977.68,0.25
21.08.2014,1992.37,1986.82,1994.76,1986.82,0.29
22.08.2014,1988.4,1992.6,1993.54,1984.76,-0.2
25.08.2014,1997.92,1991.74,2001.95,1991.74,0.48
26.08.2014,2000.02,1998.59,2005.04,1998.59,0.11
27.08.2014,2000.12,2000.54,2002.14,1996.2,0
28.08.2014,1996.74,1997.42,1998.55,1990.52,-0.17
29.08.2014,2003.37,1998.45,2003.38,1994.65,0.33
02.09.2014,2002.28,2004.07,2006.12,1994.85,-0.05
03.09.2014,2000.72,2003.57,2009.28,1998.14,-0.08
04.09.2014,1997.65,2001.67,2011.17,1992.54,-0.15
05.09.2014,2007.71,1998,2007.71,1990.1,0.5
08.09.2014,2001.54,2007.17,2007.17,1995.6,-0.31
09.09.2014,1988.44,2000.73,2001.01,1984.61,-0.65
10.09.2014,1995.69,1988.41,1996.66,1982.99,0.36
11.09.2014,1997.45,1992.85,1997.65,1985.93,0.09
12.09.2014,1985.54,1996.74,1996.74,1980.26,-0.6
15.09.2014,1984.13,1986.04,1987.18,1978.48,-0.07
16.09.2014,1998.98,1981.93,2002.28,1979.06,0.75
17.09.2014,2001.57,1999.3,2010.74,1993.29,0.13
18.09.2014,2011.36,2003.07,2012.34,2003.07,0.49
19.09.2014,2010.4,2012.74,2019.26,2006.59,-0.05
22.09.2014,1994.29,2009.08,2009.08,1991.01,-0.8
23.09.2014,1982.77,1992.78,1995.41,1982.77,-0.58
24.09.2014,1998.3,1983.34,1999.79,1978.63,0.78
25.09.2014,1965.99,1997.32,1997.32,1965.99,-1.62
26.09.2014,1982.85,1966.22,1986.37,1966.22,0.86
29.09.2014,1977.8,1978.96,1981.28,1964.04,-0.25
30.09.2014,1972.29,1978.21,1985.17,1968.96,-0.28
01.10.2014,1946.16,1971.44,1971.44,1941.72,-1.32
02.10.2014,1946.17,1945.83,1952.32,1926.03,0
03.10.2014,1967.9,1948.12,1971.19,1948.12,1.12
06.10.2014,1964.82,1970.01,1977.84,1958.43,-0.16
07.10.2014,1935.1,1962.36,1962.36,1934.87,-1.51
08.10.2014,1968.89,1935.55,1970.36,1925.25,1.75
09.10.2014,1928.21,1967.68,1967.68,1927.56,-2.07
10.10.2014,1906.13,1925.63,1936.98,1906.05,-1.15
13.10.2014,1874.74,1905.65,1912.09,1874.14,-1.65
14.10.2014,1877.7,1877.11,1898.71,1871.79,0.16
15.10.2014,1862.49,1874.18,1874.18,1820.66,-0.81
16.10.2014,1862.76,1855.95,1876.01,1835.02,0.01
17.10.2014,1886.76,1864.91,1898.16,1864.91,1.29
20.10.2014,1904.01,1885.62,1905.03,1882.3,0.91
21.10.2014,1941.28,1909.38,1942.45,1909.38,1.96
22.10.2014,1927.11,1941.29,1949.31,1926.83,-0.73
23.10.2014,1950.82,1931.02,1961.95,1931.02,1.23
24.10.2014,1964.58,1951.59,1965.27,1946.27,0.71
27.10.2014,1961.63,1962.97,1964.64,1951.37,-0.15
28.10.2014,1985.05,1964.14,1985.05,1964.14,1.19
29.10.2014,1982.3,1983.29,1991.4,1969.04,-0.14
30.10.2014,1994.65,1979.49,1999.4,1974.75,0.62
31.10.2014,2018.05,2001.2,2018.19,2001.2,1.17
03.11.2014,2017.81,2018.21,2024.46,2013.68,-0.01
04.11.2014,2012.1,2015.81,2015.98,2001.01,-0.28
05.11.2014,2023.57,2015.29,2023.77,2014.42,0.57
06.11.2014,2031.21,2023.33,2031.61,2015.86,0.38
07.11.2014,2031.92,2032.36,2034.26,2025.07,0.03
10.11.2014,2038.26,2032.01,2038.7,2030.17,0.31
11.11.2014,2039.68,2038.2,2041.28,2035.28,0.07
12.11.2014,2038.25,2037.75,2040.33,2031.95,-0.07
13.11.2014,2039.33,2039.21,2046.18,2030.44,0.05
14.11.2014,2039.82,2039.74,2042.22,2035.2,0.02
17.11.2014,2041.32,2038.29,2043.07,2034.46,0.07
18.11.2014,2051.8,2041.48,2056.08,2041.48,0.51
19.11.2014,2048.72,2051.16,2052.14,2040.37,-0.15
20.11.2014,2052.75,2045.87,2053.84,2040.49,0.2
21.11.2014,2063.5,2057.46,2071.46,2056.75,0.52
24.11.2014,2069.41,2065.07,2070.17,2065.07,0.29
25.11.2014,2067.03,2070.15,2074.21,2064.75,-0.12
26.11.2014,2072.83,2067.36,2073.29,2066.62,0.28
28.11.2014,2067.56,2074.78,2075.76,2065.06,-0.25
01.12.2014,2053.44,2065.78,2065.78,2049.57,-0.68
02.12.2014,2066.55,2053.77,2068.77,2053.77,0.64
03.12.2014,2074.33,2067.45,2076.28,2066.65,0.38
04.12.2014,2071.92,2073.64,2077.34,2062.34,-0.12
05.12.2014,2075.37,2072.78,2079.47,2070.81,0.17
08.12.2014,2060.31,2074.84,2075.78,2054.27,-0.73
09.12.2014,2059.82,2056.55,2060.6,2034.17,-0.02
10.12.2014,2026.14,2058.86,2058.86,2024.26,-1.64
11.12.2014,2035.33,2027.92,2055.53,2027.92,0.45
12.12.2014,2002.33,2030.36,2032.25,2002.33,-1.62
15.12.2014,1989.63,2005.03,2018.69,1982.26,-0.63
16.12.2014,1972.74,1986.71,2016.89,1972.56,-0.85
17.12.2014,2012.89,1973.77,2016.75,1973.77,2.04
18.12.2014,2061.23,2018.98,2061.23,2018.98,2.4
19.12.2014,2070.65,2061.04,2077.85,2061.03,0.46
22.12.2014,2078.54,2069.28,2078.76,2069.28,0.38
23.12.2014,2082.17,2081.48,2086.73,2079.77,0.17
24.12.2014,2081.88,2083.25,2087.56,2081.86,-0.01
26.12.2014,2088.77,2084.3,2092.7,2084.3,0.33
29.12.2014,2090.57,2087.63,2093.55,2085.75,0.09
30.12.2014,2080.35,2088.49,2088.49,2079.53,-0.49
31.12.2014,2058.9,2082.11,2085.58,2057.94,-1.03
02.01.2015,2058.2,2058.9,2072.36,2046.04,-0.03
05.01.2015,2020.58,2054.44,2054.44,2017.34,-1.83
06.01.2015,2002.61,2022.15,2030.25,1992.44,-0.89
07.01.2015,2025.9,2005.55,2029.61,2005.55,1.16
08.01.2015,2062.14,2030.61,2064.08,2030.61,1.79
09.01.2015,2044.81,2063.45,2064.43,2038.33,-0.84
12.01.2015,2028.26,2046.13,2049.3,2022.58,-0.81
13.01.2015,2023.03,2031.58,2056.93,2008.25,-0.26
14.01.2015,2011.27,2018.4,2018.4,1988.44,-0.58
15.01.2015,1992.67,2013.75,2021.35,1991.47,-0.92
16.01.2015,2019.42,1992.25,2020.46,1988.12,1.34
20.01.2015,2022.55,2020.76,2028.94,2004.49,0.15
21.01.2015,2032.12,2020.19,2038.29,2012.04,0.47
22.01.2015,2063.15,2034.3,2064.62,2026.38,1.53
23.01.2015,2051.82,2062.98,2062.98,2050.54,-0.55
26.01.2015,2057.09,2050.42,2057.62,2040.97,0.26
27.01.2015,2029.55,2047.86,2047.86,2019.91,-1.34
28.01.2015,2002.16,2032.34,2042.49,2001.49,-1.35
29.01.2015,2021.25,2002.45,2024.64,1989.18,0.95
30.01.2015,1994.99,2019.35,2023.32,1993.38,-1.3
02.02.2015,2020.85,1996.67,2021.66,1980.9,1.3
03.02.2015,2050.03,2022.71,2050.3,2022.71,1.44
04.02.2015,2041.51,2048.86,2054.74,2036.72,-0.42
05.02.2015,2062.52,2043.45,2063.55,2043.45,1.03
06.02.2015,2055.47,2062.28,2072.4,2049.97,-0.34
09.02.2015,2046.74,2053.47,2056.16,2041.88,-0.42
10.02.2015,2068.59,2049.38,2070.86,2048.62,1.07
11.02.2015,2068.53,2068.55,2073.48,2057.99,0
12.02.2015,2088.48,2069.98,2088.53,2069.98,0.96
13.02.2015,2096.99,2088.78,2097.03,2086.7,0.41
17.02.2015,2100.34,2096.47,2101.3,2089.8,0.16
18.02.2015,2099.68,2099.16,2100.23,2092.15,-0.03
19.02.2015,2097.45,2099.25,2102.13,2090.79,-0.11
20.02.2015,2110.3,2097.65,2110.61,2085.44,0.61
23.02.2015,2109.66,2109.83,2110.05,2103,-0.03
24.02.2015,2115.48,2109.1,2117.94,2105.87,0.28
25.02.2015,2113.86,2115.3,2119.59,2109.89,-0.08
26.02.2015,2110.74,2113.91,2113.91,2103.76,-0.15
27.02.2015,2104.5,2110.88,2112.74,2103.75,-0.3
02.03.2015,2117.39,2105.23,2117.52,2104.5,0.61
03.03.2015,2107.78,2115.76,2115.76,2098.26,-0.45
04.03.2015,2098.53,2107.72,2107.72,2087.62,-0.44
05.03.2015,2101.04,2098.54,2104.25,2095.22,0.12
06.03.2015,2071.26,2100.91,2100.91,2067.27,-1.42
09.03.2015,2079.43,2072.25,2083.49,2072.21,0.39
10.03.2015,2044.16,2076.14,2076.14,2044.16,-1.7
11.03.2015,2040.24,2044.69,2050.08,2039.69,-0.19
12.03.2015,2065.95,2041.1,2066.41,2041.1,1.26
13.03.2015,2053.4,2064.56,2064.56,2041.17,-0.61
16.03.2015,2081.19,2055.35,2081.41,2055.35,1.35
17.03.2015,2074.28,2080.59,2080.59,2065.08,-0.33
18.03.2015,2099.5,2072.84,2106.85,2061.23,1.22
19.03.2015,2089.27,2098.69,2098.69,2085.56,-0.49
20.03.2015,2108.1,2090.32,2113.92,2090.32,0.9
23.03.2015,2104.42,2107.99,2114.86,2104.42,-0.17
24.03.2015,2091.5,2103.94,2107.63,2091.5,-0.61
25.03.2015,2061.05,2093.1,2097.43,2061.05,-1.46
26.03.2015,2056.15,2059.94,2067.15,2045.5,-0.24
27.03.2015,2061.02,2055.78,2062.83,2052.96,0.24
30.03.2015,2086.24,2064.11,2088.97,2064.11,1.22
31.03.2015,2067.89,2084.05,2084.05,2067.04,-0.88
01.04.2015,2059.69,2067.63,2067.63,2048.38,-0.4
02.04.2015,2066.96,2060.03,2072.17,2057.32,0.35
06.04.2015,2080.62,2064.87,2086.99,2056.52,0.66
07.04.2015,2076.33,2080.79,2089.81,2076.1,-0.21
08.04.2015,2081.9,2076.94,2086.69,2073.3,0.27
09.04.2015,2091.18,2081.29,2093.31,2074.29,0.45
10.04.2015,2102.06,2091.51,2102.61,2091.51,0.52
13.04.2015,2092.43,2102.03,2107.65,2092.33,-0.46
14.04.2015,2095.84,2092.28,2098.62,2083.24,0.16
