Data,Último,Abertura,Máxima,Mínima,Var%
26.10.2015,287.22,284.7,287.86,282.25,0.85
27.10.2015,295.17,287.22,298.68,287.11,2.77
28.10.2015,304.5,295.29,307.99,295.29,3.16
29.10.2015,314.88,304.5,321.15,301.51,3.41
30.10.2015,328.19,314.88,336,313.82,4.23
31.10.2015,316,328.2,335.43,307.2,-3.71
01.11.2015,330.69,316,333.49,313.6,4.65
02.11.2015,365,330.23,372.48,326.8,10.38
03.11.2015,405.29,365.33,423.88,361.88,11.04
04.11.2015,409.24,405,503.39,366.66,0.97
05.11.2015,387.96,409.23,449.12,371,-5.2
06.11.2015,375.56,387.94,396.7,351.5,-3.2
07.11.2015,384.61,375.56,392.23,371.74,2.41
08.11.2015,374,384.87,390.32,365.74,-2.76
09.11.2015,381.01,374.11,388.84,360.9,1.87
10.11.2015,340.2,381.1,383.4,327.02,-10.71
11.11.2015,314,340.2,343.6,300.78,-7.7
12.11.2015,336.57,314.25,346.2,314.14,7.19
13.11.2015,338.54,337.61,343.57,326.22,0.59
14.11.2015,333.4,338.53,340.72,329,-1.52
15.11.2015,321.07,333.37,336.39,315,-3.7
16.11.2015,332.14,320.52,335,315.22,3.45
17.11.2015,336.29,332.1,342.5,331.05,1.25
18.11.2015,335.95,336.29,338.8,328.1,-0.1
19.11.2015,326.5,335.94,336.39,324.45,-2.81
20.11.2015,322.2,326.49,326.77,309.46,-1.32
21.11.2015,327.55,322.2,329.03,318.95,1.66
22.11.2015,324.66,327.84,327.85,320.36,-0.88
23.11.2015,323.63,324.67,327.01,320.91,-0.32
24.11.2015,320.1,323.63,323.76,315.84,-1.09
25.11.2015,329.85,320.1,331.03,316.05,3.05
26.11.2015,353.99,329.85,369.08,329.35,7.32
27.11.2015,358.9,354,366.7,348.18,1.39
28.11.2015,358.71,358.9,362.12,351.16,-0.05
29.11.2015,373.29,358.6,376,355.62,4.06
30.11.2015,376.88,373.89,384.51,369.97,0.96
01.12.2015,362.68,376.88,379.99,353.24,-3.77
02.12.2015,359.14,362.68,363.13,346.16,-0.98
03.12.2015,360.73,359.12,371.1,352.86,0.44
04.12.2015,363.17,360.53,364.37,354.31,0.68
05.12.2015,390,363.17,394,362.24,7.39
06.12.2015,390.6,390.01,406.77,386.01,0.15
07.12.2015,396.7,390.6,403.81,384.86,1.56
08.12.2015,420.78,396.7,421.44,388.39,6.07
09.12.2015,418.73,422,426.05,406.5,-0.49
10.12.2015,414.94,418.73,421,411.2,-0.91
11.12.2015,456.28,414.94,457,414.8,9.96
12.12.2015,435.67,457,475,404.39,-4.52
13.12.2015,433,435.61,443.81,418.3,-0.61
14.12.2015,442.59,432.51,448.15,427.62,2.21
15.12.2015,466.5,442.59,466.98,442.51,5.4
16.12.2015,454.95,466.01,467,440.02,-2.48
17.12.2015,455.84,454.95,458.5,446.29,0.2
18.12.2015,463.52,455.57,466.6,452.01,1.68
19.12.2015,462.46,463.52,466.99,452.81,-0.23
20.12.2015,442.62,462.44,462.7,431.75,-4.29
21.12.2015,437.93,442.62,445.9,424.89,-1.06
22.12.2015,435.65,437.52,443.62,433.45,-0.52
23.12.2015,442.62,435.65,445.76,434.61,1.6
24.12.2015,456.13,442.62,459.05,442.45,3.05
25.12.2015,455.47,456.13,459.99,445.86,-0.14
26.12.2015,416.51,455.47,459.31,405.55,-8.55
27.12.2015,422.37,416.51,424.89,407,1.41
28.12.2015,420.24,422.32,429,417.02,-0.5
29.12.2015,431.85,420.11,432.2,418.03,2.76
30.12.2015,424.7,431.79,434,420,-1.66
31.12.2015,429.02,424.7,432.57,412.53,1.02
01.01.2016,433.98,429.02,436.49,426.26,1.16
02.01.2016,432.7,433.98,435.79,430,-0.29
03.01.2016,428.66,432.7,433.07,422,-0.93
04.01.2016,432.9,428.64,435.67,426.97,0.99
05.01.2016,431.84,432.9,434.91,428.22,-0.24
06.01.2016,427.99,431.84,432.17,425.03,-0.89
07.01.2016,459.05,428.89,461.89,427.11,7.26
08.01.2016,454,458.78,465,446.75,-1.1
09.01.2016,449.23,454,456.01,447.46,-1.05
10.01.2016,449.35,449.23,450.26,441.01,0.03
11.01.2016,449.26,449.35,452.47,443.59,-0.02
12.01.2016,432.05,449.26,449.63,429.34,-3.83
13.01.2016,431.08,432.04,436.36,416.37,-0.22
14.01.2016,429.25,431.08,434.91,426.03,-0.42
15.01.2016,358.85,429.25,429.43,358,-16.4
16.01.2016,388.42,359.02,392.4,353.21,8.24
17.01.2016,382.07,388.44,392.79,378.82,-1.63
18.01.2016,387.04,382.02,389.43,375.11,1.3
19.01.2016,378.96,387.04,388.35,377.44,-2.09
20.01.2016,419.41,378.93,427.98,375.01,10.67
21.01.2016,411,419.55,424.57,405.02,-2.01
22.01.2016,380.96,411,411.19,371.33,-7.31
23.01.2016,385.57,380.96,394,379.85,1.21
24.01.2016,402.77,385.57,407.02,385.1,4.46
25.01.2016,390.98,402.77,402.77,384,-2.93
26.01.2016,391.32,390.96,398,387.48,0.09
27.01.2016,394.97,391.32,396.99,389.66,0.93
28.01.2016,378.39,394.7,395.48,375.61,-4.2
29.01.2016,377.63,378.39,385.31,360.23,-0.2
30.01.2016,376.96,377.62,380.5,374,-0.18
31.01.2016,365.5,376.96,378.9,362.57,-3.04
01.02.2016,371.42,365.52,378.96,363.26,1.62
02.02.2016,372.9,371.42,374.75,369.9,0.4
03.02.2016,368.98,372.9,373.97,366,-1.05
04.02.2016,389.8,368.98,393.89,368.65,5.64
05.02.2016,386.54,389.8,392.57,384.5,-0.84
06.02.2016,373.75,386.54,386.54,366.44,-3.31
07.02.2016,372.01,373.71,377.78,369.2,-0.47
08.02.2016,370.49,372.01,376.74,369.1,-0.41
09.02.2016,373.97,370.49,377.6,370.28,0.94
10.02.2016,380.89,374.31,386.52,373.13,1.85
11.02.2016,378,380.9,383,372.25,-0.76
12.02.2016,382.98,377.99,383.53,377.09,1.32
13.02.2016,392.99,382.94,393,382.56,2.61
14.02.2016,408.3,392.99,408.66,392.97,3.9
15.02.2016,399.9,408.3,412.5,395.35,-2.06
16.02.2016,407.27,399.9,408.76,398.66,1.84
17.02.2016,414.86,407.27,421.74,405.32,1.86
18.02.2016,421.5,414.88,426.01,413.08,1.6
19.02.2016,419.99,421.5,422.54,412,-0.36
20.02.2016,438.7,419.77,445.02,419.72,4.45
21.02.2016,440.48,438.7,451.24,428.26,0.41
22.02.2016,440.27,440.49,442.48,433.44,-0.05
23.02.2016,421.13,440.25,442.64,416.27,-4.35
24.02.2016,426.36,421.4,427.48,410.69,1.24
25.02.2016,424.88,426.36,429.95,419.5,-0.35
26.02.2016,435.31,424.88,435.31,419.97,2.45
27.02.2016,434.21,435.49,437.97,431.81,-0.25
28.02.2016,434.47,434.21,437.77,422.1,0.06
29.02.2016,439.16,434.45,444.79,430.51,1.08
01.03.2016,434.82,439.16,442.79,428.5,-0.99
02.03.2016,422.22,434.82,436.31,421.12,-2.9
03.03.2016,420.56,422.09,424.43,416.4,-0.39
04.03.2016,408.82,420.56,423.99,407.66,-2.79
05.03.2016,397.36,408.82,410.14,389.74,-2.8
06.03.2016,403.91,397.36,409.5,392.02,1.65
07.03.2016,412.7,403.75,415.3,401.6,2.18
08.03.2016,411.35,412.62,415.9,406,-0.33
09.03.2016,412.94,411.35,414.5,407.76,0.39
10.03.2016,416.51,413.05,417.17,410.7,0.86
11.03.2016,420.49,416.51,423.6,415.5,0.96
12.03.2016,410.01,420.47,421.81,406.46,-2.49
13.03.2016,411.82,410.01,416,410,0.44
14.03.2016,415.99,411.87,417.85,411.83,1.01
15.03.2016,415.5,415.91,418.81,412.78,-0.12
16.03.2016,417.28,415.5,418,413.96,0.43
17.03.2016,418.75,417.28,420.6,416.67,0.35
18.03.2016,407.7,418.75,418.86,403.01,-2.64
19.03.2016,408.41,407.7,410.73,404,0.17
20.03.2016,411.25,408.41,412.97,407.92,0.7
21.03.2016,411.88,411.25,412.14,406,0.15
22.03.2016,417.69,411.88,418.68,409.88,1.41
23.03.2016,418.12,417.7,419.72,415.83,0.1
24.03.2016,415.3,418.12,418.12,414,-0.67
25.03.2016,416,415.3,417.03,413.03,0.17
26.03.2016,416.71,416,418.74,414.51,0.17
27.03.2016,427.37,416.71,430.95,415.79,2.56
28.03.2016,424.06,427.37,427.98,422.4,-0.77
29.03.2016,415.81,424.06,426.41,407.5,-1.95
30.03.2016,413.2,416,416,408.58,-0.63
31.03.2016,416.02,413.2,418.25,413.04,0.68
01.04.2016,417.56,416.02,417.6,414,0.37
02.04.2016,420.3,417.9,422.8,417.53,0.66
03.04.2016,420.6,420.3,421.73,417.56,0.07
04.04.2016,420.46,420.6,421.2,416.25,-0.03
05.04.2016,423.75,420.46,424.57,419.61,0.78
06.04.2016,422.57,423.75,424.48,421.69,-0.28
07.04.2016,422.28,422.57,422.86,417.78,-0.07
08.04.2016,418.5,422.28,424.48,415.5,-0.9
09.04.2016,418.47,418.5,418.76,412,-0.01
10.04.2016,421.32,418.47,422.82,417.49,0.68
11.04.2016,423.74,421.32,423.88,418.8,0.57
12.04.2016,426.59,423.74,430,423.7,0.67
13.04.2016,424.75,426.59,427.68,423,-0.43
14.04.2016,426.01,424.75,426.44,424.02,0.3
15.04.2016,431.48,426.01,432.43,426.01,1.28
16.04.2016,432.04,431.48,435.67,430.47,0.13
17.04.2016,428.51,432.52,433.49,426.37,-0.82
18.04.2016,430.04,428.51,430.91,426.52,0.36
19.04.2016,437.76,430.03,439,428.55,1.8
20.04.2016,443.95,437.81,446.49,436.6,1.41
21.04.2016,452.03,443.93,454.5,442.27,1.82
22.04.2016,447.8,452.26,453.15,444.55,-0.94
23.04.2016,453.69,447.8,454.6,445.67,1.32
24.04.2016,463.01,453.69,464.98,450.2,2.05
25.04.2016,461.77,463.02,471.58,455,-0.27
26.04.2016,468.14,461.77,471.99,461.77,1.38
27.04.2016,445.09,468.14,469.72,443.42,-4.92
28.04.2016,450.46,444.85,450.83,435.01,1.21
29.04.2016,455.32,450.46,457.38,445.8,1.08
30.04.2016,446.6,455.32,455.98,445.07,-1.92
01.05.2016,451.11,446.6,452.95,445.69,1.01
02.05.2016,443.73,451.12,452.5,436.01,-1.64
03.05.2016,450.39,443.73,452,440.1,1.5
04.05.2016,447.38,450.39,450.98,445.08,-0.67
05.05.2016,448.4,447.38,450.43,446.15,0.23
06.05.2016,461.18,448.4,465,448,2.85
07.05.2016,460.2,461.18,463.03,458.3,-0.21
08.05.2016,459.87,460.2,461.62,456.04,-0.07
09.05.2016,461.56,459.87,465.4,457.8,0.37
10.05.2016,450.7,461.56,464,446.17,-2.35
11.05.2016,452.28,450.7,454.67,450.05,0.35
12.05.2016,455,452.28,456.1,445.94,0.6
13.05.2016,455.77,455.01,457.49,452,0.17
14.05.2016,455.8,455.76,458.5,454.1,0.01
15.05.2016,457.89,455.8,460.67,454.71,0.46
16.05.2016,453,457.89,458.95,451.01,-1.07
17.05.2016,453.24,453,454.91,451.03,0.05
18.05.2016,453.51,453.24,456.89,451.53,0.06
19.05.2016,435,453.52,454.7,433.01,-4.08
20.05.2016,441.57,434.55,443.14,433.01,1.51
21.05.2016,440.81,441.57,442.16,436.98,-0.17
22.05.2016,437.48,440.81,440.99,435.1,-0.76
23.05.2016,443.66,437.48,444.4,436.52,1.41
24.05.2016,445.03,443.51,447.83,442.39,0.31
25.05.2016,449.06,445.03,450.36,443,0.91
26.05.2016,453.95,449.09,454.7,446.01,1.09
27.05.2016,472.03,453.95,482.28,453.58,3.98
28.05.2016,527.01,472,541.01,471,11.65
29.05.2016,531,527,567,512.5,0.76
30.05.2016,532.89,531,548.37,521.11,0.36
31.05.2016,530.69,532.89,546.5,518,-0.41
01.06.2016,536.79,530.69,546.12,523.8,1.15
02.06.2016,538.8,536.79,543.74,532.38,0.37
03.06.2016,570.87,538.8,579,535.78,5.95
04.06.2016,572.67,570.87,593.67,561.5,0.32
05.06.2016,574,572.87,586.01,565.23,0.23
06.06.2016,585.22,574.01,588.5,574,1.95
07.06.2016,576.88,585.22,592.08,561.3,-1.43
08.06.2016,583.05,576.88,585,571.11,1.07
09.06.2016,575.52,583.05,583.65,570,-1.29
10.06.2016,580.08,575.52,582.42,572.5,0.79
11.06.2016,614.52,580.08,615,579.29,5.94
12.06.2016,671,614.62,685,606.98,9.19
13.06.2016,705.88,671.99,718.99,659.94,5.2
14.06.2016,684.51,705.87,705.88,656.51,-3.03
15.06.2016,696.88,684.51,699.13,669.21,1.81
16.06.2016,769.45,696.99,778.5,696.99,10.41
17.06.2016,748.66,769.45,779.98,703.12,-2.7
18.06.2016,757.6,748.66,789.71,721.56,1.19
19.06.2016,767.3,757.6,771.91,740,1.28
20.06.2016,743.9,767.3,767.7,724.29,-3.05
21.06.2016,668.88,705.79,715.78,668.88,-10.08
22.06.2016,606.02,669,688.2,588.89,-9.4
23.06.2016,625.8,605.58,638.22,555.58,3.26
24.06.2016,666.05,625.8,679.95,625.79,6.43
25.06.2016,664.87,665.5,698,642.82,-0.18
26.06.2016,627.42,664.87,667.88,614.33,-5.63
27.06.2016,662.2,627.42,662.2,617.29,5.54
28.06.2016,646.3,662.2,664.25,632.95,-2.4
29.06.2016,639.68,646.61,646.61,621.95,-1.02
30.06.2016,674.74,639.97,677.46,635.57,5.48
01.07.2016,674.75,674.74,690.58,667.62,0
02.07.2016,705.04,674.75,705.35,673.36,4.49
03.07.2016,659.29,705.99,706.98,644.4,-6.49
04.07.2016,681.34,659.29,684.2,644.46,3.34
05.07.2016,667.76,681.34,682.7,659.25,-1.99
06.07.2016,677.04,667.8,682.62,667,1.39
07.07.2016,640.51,677.36,682,610.1,-5.4
08.07.2016,664.8,640.51,666.6,633.97,3.79
09.07.2016,648.11,664.8,664.8,623.99,-2.51
10.07.2016,649.72,648.12,651.47,636.92,0.25
11.07.2016,647.95,649.72,662.54,643.4,-0.27
12.07.2016,667.19,647.95,678.01,645.6,2.97
13.07.2016,653.7,667.07,669.87,652.52,-2.02
14.07.2016,659.78,653.7,666,649.97,0.93
15.07.2016,665.5,659.78,669.56,658.16,0.87
16.07.2016,665.33,665.5,669.59,659.13,-0.03
17.07.2016,683.2,665.33,689.69,663.61,2.69
18.07.2016,674.3,683.2,686,666.46,-1.3
19.07.2016,675,674.3,676.64,666.32,0.1
20.07.2016,665.85,675,676,661.26,-1.36
21.07.2016,665.01,665.85,668,657.58,-0.13
22.07.2016,648.04,665.01,668,639.97,-2.55
23.07.2016,654.03,648.04,657.1,644.98,0.92
24.07.2016,661.82,654.03,664.1,650.52,1.19
25.07.2016,654.17,661.82,664.39,650,-1.16
26.07.2016,648.47,654.17,657.59,640.59,-0.87
27.07.2016,654.51,648.47,657.06,646.6,0.93
29.07.2016,658.34,656.97,660.44,654.54,0.59
30.07.2016,654.99,658.34,660.45,651.85,-0.51
31.07.2016,623.67,654.99,655.12,621.26,-4.78
01.08.2016,607.99,622.7,627.32,605.01,-2.51
02.08.2016,604,608.29,615.26,595,-0.66
03.08.2016,0,0,0,0,-100
04.08.2016,0,0,0,0,0
05.08.2016,0,0,0,0,0
06.08.2016,0,0,0,0,0
07.08.2016,604.1,604.1,604.1,604.1,0
08.08.2016,604.1,604.1,604.1,604.1,0
09.08.2016,604.1,604.1,604.1,604.1,0
10.08.2016,590.28,604.1,614.5,579,-2.29
11.08.2016,591.27,590.5,599,587.75,0.17
12.08.2016,585.5,591.27,593,584,-0.98
13.08.2016,583.73,585.5,590.02,582.06,-0.3
14.08.2016,569.44,583.73,583.73,564,-2.45
15.08.2016,564.64,569.41,574.02,562.99,-0.84
16.08.2016,574.24,564.64,579,564,1.7
17.08.2016,571.83,574.17,577.94,569.01,-0.42
18.08.2016,572.21,571.83,578.02,569.71,0.07
19.08.2016,573.5,572.33,577.17,570.82,0.23
20.08.2016,582.01,573.51,582.75,571.25,1.48
21.08.2016,581.42,582.1,584.16,580.01,-0.1
22.08.2016,588.01,581.42,589.99,581.42,1.13
23.08.2016,583.54,588.01,590.69,581.12,-0.76
24.08.2016,580.32,583.54,586.88,580,-0.55
25.08.2016,577.2,580.32,581.14,574.01,-0.54
26.08.2016,578.01,577.2,579.5,575.06,0.14
27.08.2016,568.55,578.02,578.9,567.23,-1.64
28.08.2016,574.17,568.55,574.37,568.3,0.99
29.08.2016,574.78,574.17,577.99,573.02,0.11
30.08.2016,579.49,574.78,580.15,574.17,0.82
31.08.2016,576.15,579.49,579.49,572.74,-0.58
01.09.2016,572.73,576.15,577.98,571.5,-0.59
02.09.2016,579.85,572.73,581.07,570.61,1.24
03.09.2016,609.89,579.85,612.43,576.04,5.18
04.09.2016,614.52,609.89,618.65,604.6,0.76
05.09.2016,611.5,614.52,615.67,605.7,-0.49
06.09.2016,615.23,611.5,616.7,609.77,0.61
07.09.2016,619.75,615.06,620.63,610.85,0.73
08.09.2016,631.73,619.75,636.16,617.78,1.93
09.09.2016,626.25,631.73,633.45,621.26,-0.87
10.09.2016,628,626.25,629.65,624.9,0.28
11.09.2016,612.08,628,635,598,-2.54
12.09.2016,611.62,612.08,615.21,608.14,-0.08
13.09.2016,614.23,611.62,618,610,0.43
14.09.2016,613.88,614.23,617.38,612.01,-0.06
15.09.2016,611.81,613.88,617.3,611,-0.34
16.09.2016,610.01,611.81,614.22,609.54,-0.29
17.09.2016,607.69,610.01,610.56,605,-0.38
18.09.2016,613.03,607.69,615.86,607.37,0.88
19.09.2016,609.79,613.03,615.05,608.92,-0.53
20.09.2016,600.05,609.79,612.01,600.05,-1.6
21.09.2016,597.43,600.13,600.13,592.7,-0.44
22.09.2016,597.08,597.43,598.7,596,-0.06
23.09.2016,603.29,597.08,603.99,595.95,1.04
24.09.2016,602.55,603.29,605.8,601.49,-0.12
25.09.2016,600.36,602.55,603.6,597.63,-0.36
26.09.2016,609.14,600.36,610,599.88,1.46
27.09.2016,605.53,609.14,609.91,602.01,-0.59
28.09.2016,603.76,605.53,605.77,603.13,-0.29
29.09.2016,604.6,603.76,607.77,603.18,0.14
30.09.2016,611.1,604.6,612.92,604.25,1.08
01.10.2016,614.09,611.1,616.87,611.1,0.49
02.10.2016,609.09,614.09,614.21,607.01,-0.81
03.10.2016,612.57,609.09,613.22,608.93,0.57
04.10.2016,610.98,612.67,614,609.63,-0.26
05.10.2016,614.09,610.71,617.28,610,0.51
06.10.2016,613.51,614.09,615.9,612.68,-0.09
07.10.2016,620.13,613.51,621.17,613,1.08
08.10.2016,620.5,620.13,622.87,617.91,0.06
09.10.2016,616.56,620.5,620.91,614.43,-0.63
10.10.2016,618.87,616.56,620,615.91,0.37
11.10.2016,641.74,618.87,645.98,618.06,3.7
12.10.2016,637.63,641.87,644.07,637.26,-0.64
13.10.2016,637.01,637.63,643.67,636.38,-0.1
14.10.2016,643,637.01,645.4,636.72,0.94
15.10.2016,640.2,643,645.69,637.91,-0.44
16.10.2016,644.17,640.2,645.8,639.82,0.62
17.10.2016,639.79,644.18,644.56,637.77,-0.68
18.10.2016,638.8,639.79,641.65,632.93,-0.15
19.10.2016,631.77,638.68,643.9,627.84,-1.1
20.10.2016,632.46,631.77,633.61,628,0.11
21.10.2016,636.73,632.46,639,632,0.68
22.10.2016,664.99,636.73,670.98,635.06,4.44
23.10.2016,659.03,664.99,671.4,656.04,-0.9
24.10.2016,654.65,659.03,659.03,654.01,-0.66
25.10.2016,659.52,654.65,670,652.65,0.74
26.10.2016,678.7,659.52,685.61,658.46,2.91
27.10.2016,688.67,678.7,690.62,676.69,1.47
28.10.2016,693.47,688.67,695.02,681.59,0.7
29.10.2016,714.51,693.47,723.99,692.28,3.03
30.10.2016,702.55,714.51,716.61,697.77,-1.67
31.10.2016,704.09,702.55,706,688,0.22
14.11.2016,707.43,708.13,709,699,0.47
15.11.2016,712.17,707.43,720.01,707.4,0.67
16.11.2016,744.99,712.17,747.49,710.13,4.61
17.11.2016,740.67,744.98,762.41,735,-0.58
18.11.2016,753.97,740.67,756.94,734.5,1.8
19.11.2016,752.9,753.97,759.99,740.01,-0.14
20.11.2016,729.67,752.9,757,712.02,-3.09
21.11.2016,738.99,729.67,740.6,728.08,1.28
22.11.2016,750.05,738.99,753.91,733.27,1.5
23.11.2016,741.99,749.85,750.91,730.79,-1.07
24.11.2016,737.68,742,744.32,727.61,-0.58
25.11.2016,740.36,737.68,741.12,730,0.36
26.11.2016,731.19,740.36,740.99,720,-1.24
27.11.2016,724.99,731.19,736.19,722.5,-0.85
28.11.2016,731.52,724.9,734.99,724.9,0.9
29.11.2016,731.05,731.52,733.93,728.68,-0.06
30.11.2016,739,731.05,743.14,729.13,1.09
01.12.2016,755.36,739,756,738.8,2.21
02.12.2016,774.91,755.36,779.21,755.15,2.59
03.12.2016,765.27,774.88,774.88,755.99,-1.24
04.12.2016,768.5,765.46,769.99,760.9,0.42
05.12.2016,750.62,768.5,768.99,744.59,-2.33
06.12.2016,757.36,750.62,758.5,750.44,0.9
07.12.2016,765.01,757.18,772.15,749.11,1.01
08.12.2016,765.01,765.01,773.2,762.66,0
09.12.2016,770.5,765.01,772.72,765,0.72
10.12.2016,772.9,770.5,777.77,769.99,0.31
11.12.2016,770.21,772.9,773.73,761.84,-0.35
12.12.2016,777.99,770.21,784.1,770.21,1.01
13.12.2016,775,777.99,788.86,763.7,-0.38
14.12.2016,774.49,775,781.16,771.17,-0.07
15.12.2016,777.43,774.49,780.11,774.49,0.38
16.12.2016,784.17,777.43,785.03,775.86,0.87
17.12.2016,790.99,784.17,793,784.17,0.87
18.12.2016,790.21,790.99,792.8,784.39,-0.1
19.12.2016,790.59,790.21,792.21,787.96,0.05
20.12.2016,797.99,790.59,802.33,788.01,0.94
21.12.2016,829.99,798.77,830.5,794.99,4.01
22.12.2016,859.2,829.34,873.86,825,3.52
23.12.2016,918.99,859.2,920,859,6.96
24.12.2016,895.24,918.99,919.85,882.79,-2.58
25.12.2016,897.99,895.24,901.48,858.63,0.31
26.12.2016,906.4,898,919.99,894.21,0.94
27.12.2016,936.32,906.4,940,903.51,3.3
28.12.2016,981.7,936.43,983,936.38,4.85
29.12.2016,972.63,981.7,983,948.99,-0.92
30.12.2016,959.26,974.74,974.74,929.75,-1.37
31.12.2016,966.58,959.16,968,945.01,0.76
01.01.2017,998.99,966.58,1006.5,961.26,3.35
02.01.2017,1019.3,999.24,1034.8,997.3,2.03
03.01.2017,1037.5,1019.3,1038.7,1013.5,1.79
04.01.2017,1139.6,1037.5,1150,1036.4,9.84
05.01.2017,1003.2,1139.8,1166,865.38,-11.97
06.01.2017,898,1003.8,1025,871,-10.49
07.01.2017,908.84,898.5,911,816.1,1.21
08.01.2017,915.9,908.84,942.5,890,0.78
09.01.2017,903,915.9,916.1,876.3,-1.41
10.01.2017,905.76,903,917.88,895.5,0.31
11.01.2017,778.58,905.76,922.63,760,-14.04
12.01.2017,804.58,779.54,831.16,738.66,3.34
13.01.2017,828.12,804.58,832.29,776,2.93
14.01.2017,815.3,828.12,838.54,800.71,-1.55
15.01.2017,820.74,815.3,822.98,805.13,0.67
16.01.2017,830.1,820.74,837.89,814.79,1.14
17.01.2017,903.99,830.1,910.77,828,8.9
18.01.2017,887.76,903.99,913.85,847.3,-1.8
19.01.2017,900.29,887.6,908.2,884.57,1.41
20.01.2017,895.96,900.29,904.5,883.34,-0.48
21.01.2017,924.02,895.74,931.01,893.89,3.13
22.01.2017,923.72,924.02,939.73,892,-0.03
23.01.2017,910.03,923.72,928.82,910.03,-1.48
24.01.2017,886.1,908.41,927,884.2,-2.63
25.01.2017,893.35,886.1,899.61,884.2,0.82
26.01.2017,915.12,893.35,917.64,893.35,2.44
27.01.2017,916.7,915.12,922.16,905.05,0.17
28.01.2017,919.43,916.7,923.98,915.01,0.3
29.01.2017,912.56,919.43,922.99,910.72,-0.75
30.01.2017,917.36,912.55,920.79,910.01,0.53
31.01.2017,966.19,917.36,969.38,916.75,5.32
01.02.2017,983.73,966.19,984.99,960.1,1.82
02.02.2017,1005.7,983.73,1010.5,970.11,2.23
03.02.2017,1015.7,1007,1020.5,988.34,0.99
04.02.2017,1031.1,1016.8,1040,1001.6,1.52
05.02.2017,1006.6,1031.1,1033,996.35,-2.38
06.02.2017,1022.6,1006.6,1026.2,1006,1.59
07.02.2017,1052.1,1022.6,1056.3,1021.7,2.88
08.02.2017,1048.8,1052.5,1068,1013.2,-0.31
09.02.2017,984.97,1049,1078,936.41,-6.09
10.02.2017,992,984.97,1002,949.39,0.71
11.02.2017,1000.3,992.1,1009,984.19,0.84
12.02.2017,996.01,1000.1,1005.4,992.33,-0.43
13.02.2017,996.5,996,1004.5,975.9,0.05
14.02.2017,1013.7,996.52,1019,988.88,1.73
15.02.2017,1013.8,1013.3,1017.3,1002.4,0.01
16.02.2017,1038.4,1013.9,1045.7,1013.9,2.43
17.02.2017,1056.2,1038.5,1065.8,1034.1,1.71
18.02.2017,1059.8,1056.2,1071.1,1053.1,0.34
19.02.2017,1056.2,1059.8,1066,1045,-0.34
20.02.2017,1091.2,1056.2,1100.3,1044.1,3.31
21.02.2017,1129.6,1091.3,1134,1085,3.52
22.02.2017,1125.3,1129.6,1140,1106.4,-0.38
23.02.2017,1190.9,1125.5,1196.9,1120.4,5.83
24.02.2017,1185.1,1189.9,1222.2,1111.1,-0.49
25.02.2017,1153,1185.4,1189.9,1131.5,-2.71
26.02.2017,1178.3,1153,1185.9,1130.9,2.19
27.02.2017,1195.5,1178.3,1202.6,1171,1.46
28.02.2017,1189.1,1196,1216,1177.8,-0.54
01.03.2017,1232.8,1189.1,1233.5,1186,3.68
02.03.2017,1262.3,1232.9,1283.1,1213,2.39
03.03.2017,1288.2,1257.6,1294.7,1256.6,2.05
04.03.2017,1267.8,1289.1,1291.8,1240.1,-1.58
05.03.2017,1278.4,1267.8,1279.8,1245.3,0.84
06.03.2017,1279.3,1278.4,1287.8,1268.6,0.07
07.03.2017,1232.4,1279.2,1281.8,1185.9,-3.67
08.03.2017,1149.3,1232.4,1243.6,1142.2,-6.74
09.03.2017,1190.4,1150,1207.5,1136,3.58
10.03.2017,1113.6,1190.4,1328.8,971,-6.45
11.03.2017,1172.8,1113.5,1196.1,1107,5.32
12.03.2017,1225.2,1172.4,1232.6,1167.5,4.47
13.03.2017,1238.5,1224.4,1246.9,1207.5,1.09
14.03.2017,1245,1238.5,1257.9,1218.9,0.52
15.03.2017,1256.1,1245,1262,1241.3,0.89
16.03.2017,1169,1256.1,1259.7,1132.5,-6.93
17.03.2017,1068.4,1169.1,1169.6,1066,-8.61
18.03.2017,971,1067.8,1097.1,935.11,-9.12
19.03.2017,1016.1,971.9,1058.9,971,4.64
20.03.2017,1039,1016.5,1052.1,1011.2,2.25
21.03.2017,1115,1040.4,1120.9,1040.1,7.31
22.03.2017,1039.1,1115.9,1116,986.3,-6.81
23.03.2017,1033,1039.4,1055,1018,-0.59
24.03.2017,943.1,1032.7,1034.2,928.3,-8.7
25.03.2017,972.17,942.13,980,891,3.08
26.03.2017,969,971.31,1005.5,950.1,-0.33
27.03.2017,1042.7,968.9,1046.9,960.1,7.61
28.03.2017,1044.7,1042.8,1066.5,1016.8,0.19
29.03.2017,1041.8,1044.7,1058.9,1009.3,-0.28
30.03.2017,1041,1041.7,1053.5,1022.2,-0.08
31.03.2017,1081.7,1042.1,1089.4,1041,3.91
01.04.2017,1093.2,1081.3,1106.9,1070.2,1.06
02.04.2017,1107.6,1093.5,1118.2,1081,1.32
03.04.2017,1150.2,1107.8,1159.9,1107.8,3.85
04.04.2017,1145,1150.1,1161.9,1124.1,-0.45
05.04.2017,1140.6,1145.8,1146.7,1112.3,-0.38
06.04.2017,1191.5,1140.3,1206.4,1140.3,4.46
07.04.2017,1196.6,1191.5,1208.9,1176.7,0.43
08.04.2017,1188.1,1196.6,1202.6,1171.3,-0.71
